Title,Alternative Title,Description,Language,Creator,Publisher,Genre,Subject,Keyword,Date Issued,Temporal Coverage,Date Range,Solr Year,Spatial Coverage,Bounding Box,Type,Geometry Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,Slug,Identifier,Provenance,Code,Is Part Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child,FileSize
,Maryland LiDAR Allegany County - Hillshade,"Dewberry collected LiDAR for ~3,942 square miles in various Virginia, WestVirginia, and Maryland Counties. The acquisition was performed by Geodigital. This metadata covers the LiDAR produced for the Allegany County project area. The nominal pulse spacing for this project is 1.6 ft (0.5 meters). This project was collected with a sensor which collects intensity values for each discrete pulse extracted from the waveform. GPS Week Time, Intensity, Flightline and echo number attributes were provided for each LiDAR point. Dewberry used proprietary procedures to classify the LAS according to contract specifications: 1-Unclassified, 2-Ground, 7-Noise, 9-Water, 10-Ignored Ground due to breakline proximity, and 11-Withheld. Dewberry produced 3D breaklines and combined these with the final LiDAR data to produce seamless hydro flattened DEMs for the 585 tiles (1500 m x 1500 m) that cover this deliverable.This is a MD iMAP hosted service. Find more information athttps://imap.maryland.gov.Image Service Link:https://lidar.geodata.md.gov/imap/rest/services/Allegany/MD_allegany_hillshade_m/ImageServer",English,DoIT,State of Maryland,Aerial imagery,,MD|MDiMAP|Maryland|LiDAR|Allegany|MarylandDepartmentofInformationTechnology|DoIT|Hillshade|Elevation,2018-01-11T18:58:37.000Z,,,,"Lonaconing, Maryland|Frostburg, Maryland|Allegany County, Maryland|Barton, Maryland|Luke, Maryland|Westernport, Maryland|Midland, Maryland|Cumberland, Maryland|Maryland","-79.0710,39.4401,-78.3107,39.7223",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/2bffcf755abe47f183a3186232cdbcfb,,,,https://lidar.geodata.md.gov/imap/rest/services/Allegany/MD_allegany_hillshade_m/ImageServer,2bffcf755abe47f183a3186232cdbcfb,https://hub.arcgis.com/datasets/2bffcf755abe47f183a3186232cdbcfb,University of Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,False,False,0.0027 MB
,Maryland LiDAR Allegany County - Shaded Relief,"Dewberry collected LiDAR for ~3,942 square miles in various Virginia, West Virginia, and Maryland Counties. The acquisition was performed by Geodigital. This metadata covers the LiDAR produced for the Allegany County project area. The nominal pulse spacing for this project is 1.6 ft (0.5 meters). This project was collected with a sensor which collects intensity values for each discrete pulse extracted from the waveform. GPS Week Time, Intensity, Flightline and echo number attributes were provided for each LiDAR point. Dewberry used proprietary procedures to classify the LAS according to contract specifications: 1-Unclassified, 2-Ground, 7-Noise, 9-Water, 10-Ignored Ground due to breakline proximity, and 11-Withheld. Dewberry produced 3D breaklines and combined these with the final LiDAR data to produce seamless hydro flattened DEMs for the 585 tiles (1500 m x 1500 m) that cover this deliverable.This is a MD iMAP hosted service. Find more information athttps://imap.maryland.gov.Image Service Link:https://lidar.geodata.md.gov/imap/rest/services/Allegany/MD_allegany_shadedRelief_RGB/ImageServer",English,DoIT,State of Maryland,Aerial imagery,,MD|MDiMAP|Maryland|LiDAR|Allegany|MarylandDepartmentofInformationTechnology|DoIT|ShadedRelief|Elevation,2018-01-11T19:05:28.000Z,,,,"Lonaconing, Maryland|Frostburg, Maryland|Allegany County, Maryland|Barton, Maryland|Luke, Maryland|Westernport, Maryland|Midland, Maryland|Cumberland, Maryland|Maryland","-79.0710,39.4401,-78.3107,39.7223",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/ca08ee118efe4927889c5834ffd609d4,,,,https://lidar.geodata.md.gov/imap/rest/services/Allegany/MD_allegany_shadedRelief_RGB/ImageServer,ca08ee118efe4927889c5834ffd609d4,https://hub.arcgis.com/datasets/ca08ee118efe4927889c5834ffd609d4,University of Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,False,False,0.0027 MB
,Maryland LiDAR Allegany County - Slope,"Dewberry collected LiDAR for ~3,942 square miles in various Virginia, WestVirginia, and Maryland Counties. The acquisition was performed by Geodigital. This metadata covers the LiDAR produced for the Allegany County project area. The nominal pulse spacing for this project is 1.6 ft (0.5 meters). This project was collected with a sensor which collects intensity values for each discrete pulse extracted from the waveform. GPS Week Time, Intensity, Flightline and echo number attributes were provided for each LiDAR point. Dewberry used proprietary procedures to classify the LAS according to contract specifications: 1-Unclassified, 2-Ground, 7-Noise, 9-Water, 10-Ignored Ground due to breakline proximity, and 11-Withheld. Dewberry produced 3D breaklines and combined these with the final LiDAR data to produce seamless hydro flattened DEMs for the 585 tiles (1500 m x 1500 m) that cover this deliverable.This is a MD iMAP hosted service. Find more information athttps://imap.maryland.gov.Image Service Link:https://lidar.geodata.md.gov/imap/rest/services/Allegany/MD_allegany_slope_m/ImageServer",English,DoIT,State of Maryland,Aerial imagery,,MD|MDiMAP|Maryland|LiDAR|Allegany|MarylandDepartmentofInformationTechnology|DoIT|Slope|Elevation,2018-01-11T19:31:03.000Z,,,,"Lonaconing, Maryland|Frostburg, Maryland|Allegany County, Maryland|Barton, Maryland|Luke, Maryland|Westernport, Maryland|Midland, Maryland|Cumberland, Maryland|Maryland","-79.0710,39.4401,-78.3107,39.7223",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/4776e5af4f5e4012849c9992fe283fc9,,,,https://lidar.geodata.md.gov/imap/rest/services/Allegany/MD_allegany_slope_m/ImageServer,4776e5af4f5e4012849c9992fe283fc9,https://hub.arcgis.com/datasets/4776e5af4f5e4012849c9992fe283fc9,University of Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,False,False,0.0027 MB
,Maryland LiDAR Montgomery County 2013 - Shaded Relief,"This metadata record describes the classified bare earth lidar digital elevation model (DEM) data products derived from the Montgomery County, MD LiDAR project covering the defined project area of Montgomery County and immediate surroundings.This is a MD iMAP hosted service. Find more information athttps://imap.maryland.gov.Image Service Link:https://lidar.geodata.md.gov/imap/rest/services/Montgomery/MD_montgomery_2013_shadedRelief_RGB/ImageServer",English,DoIT,State of Maryland,Aerial imagery,,MD|MDiMAP|Maryland|LiDAR|Montgomery|MarylandDepartmentofInformationTechnology|DoIT|ShadedRelief|Elevation,2018-01-24T18:23:17.000Z,,,,"Laytonsville, Maryland|Montgomery County, Maryland|Takoma Park, Maryland|Chevy Chase Section 3, Maryland|Landover Hills, Maryland|Gaithersburg, Maryland|Barnesville, Maryland|North Chevy Chase, Maryland|Glen Echo, Maryland|Edmonston, Maryland|College Park, Maryland|Riverdale Park, Maryland|Bladensburg, Maryland|North Brentwood, Maryland|Chevy Chase Section 5, Maryland|University Park, Maryland|Hyattsville, Maryland|Prince George's County, Maryland|Poolesville, Maryland|Brookeville, Maryland|Kensington, Maryland|Garrett Park, Maryland|Chevy Chase View, Maryland|Rockville, Maryland|Chevy Chase Town, Maryland|Washington Grove, Maryland|Berwyn Heights, Maryland|Martins Additions, Maryland|Chevy Chase Village, Maryland|Cottage City, Maryland|Mount Rainier, Maryland|Brentwood, Maryland|Somerset, Maryland|Maryland","-77.5364,38.9325,-76.8817,39.3620",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/4cedef878bb94b1d8f7e38973f73e9b6,,,,https://lidar.geodata.md.gov/imap/rest/services/Montgomery/MD_montgomery_2013_shadedRelief_RGB/ImageServer,4cedef878bb94b1d8f7e38973f73e9b6,https://hub.arcgis.com/datasets/4cedef878bb94b1d8f7e38973f73e9b6,University of Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,False,False,0.0024 MB
,Maryland LiDAR Montgomery County 2013 - Aspect,"This metadata record describes the classified bare earth lidar digital elevation model (DEM) data products derived from the Montgomery County, MD LiDAR project covering the defined project area of Montgomery County and immediate surroundings.This is a MD iMAP hosted service. Find more information athttps://imap.maryland.gov.Image Service Link:https://lidar.geodata.md.gov/imap/rest/services/Montgomery/MD_montgomery_2013_aspect_m/ImageServer",English,DoIT,State of Maryland,Aerial imagery,,MD|MDiMAP|Maryland|LiDAR|Montgomery|MarylandDepartmentofInformationTechnology|DoIT|Aspect|Elevation,2018-01-24T17:45:41.000Z,,,,"Laytonsville, Maryland|Montgomery County, Maryland|Takoma Park, Maryland|Chevy Chase Section 3, Maryland|Landover Hills, Maryland|Gaithersburg, Maryland|Barnesville, Maryland|North Chevy Chase, Maryland|Glen Echo, Maryland|Edmonston, Maryland|College Park, Maryland|Riverdale Park, Maryland|Bladensburg, Maryland|North Brentwood, Maryland|Chevy Chase Section 5, Maryland|University Park, Maryland|Hyattsville, Maryland|Prince George's County, Maryland|Poolesville, Maryland|Brookeville, Maryland|Kensington, Maryland|Garrett Park, Maryland|Chevy Chase View, Maryland|Rockville, Maryland|Chevy Chase Town, Maryland|Washington Grove, Maryland|Berwyn Heights, Maryland|Martins Additions, Maryland|Chevy Chase Village, Maryland|Cottage City, Maryland|Mount Rainier, Maryland|Brentwood, Maryland|Somerset, Maryland|Maryland","-77.5364,38.9325,-76.8817,39.3620",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/32aa99e33bb6405491f40d34f29ffc9d,,,,https://lidar.geodata.md.gov/imap/rest/services/Montgomery/MD_montgomery_2013_aspect_m/ImageServer,32aa99e33bb6405491f40d34f29ffc9d,https://hub.arcgis.com/datasets/32aa99e33bb6405491f40d34f29ffc9d,University of Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,False,False,0.0024 MB
,Maryland LiDAR Montgomery County 2013 - Hillshade,"This metadata record describes the classified bare earth lidar digital elevation model (DEM) data products derived from the Montgomery County, MD LiDAR project covering the defined project area of Montgomery County and immediate surroundings.This is a MD iMAP hosted service. Find more information athttps://imap.maryland.gov.Image Service Link:https://lidar.geodata.md.gov/imap/rest/services/Montgomery/MD_montgomery_2013_hillshade_m/ImageServer",English,DoIT,State of Maryland,Aerial imagery,,MD|MDiMAP|Maryland|LiDAR|Montgomery|MarylandDepartmentofInformationTechnology|DoIT|Hillshade|Elevation,2018-01-24T18:11:21.000Z,,,,"Laytonsville, Maryland|Montgomery County, Maryland|Takoma Park, Maryland|Chevy Chase Section 3, Maryland|Landover Hills, Maryland|Gaithersburg, Maryland|Barnesville, Maryland|North Chevy Chase, Maryland|Glen Echo, Maryland|Edmonston, Maryland|College Park, Maryland|Riverdale Park, Maryland|Bladensburg, Maryland|North Brentwood, Maryland|Chevy Chase Section 5, Maryland|University Park, Maryland|Hyattsville, Maryland|Prince George's County, Maryland|Poolesville, Maryland|Brookeville, Maryland|Kensington, Maryland|Garrett Park, Maryland|Chevy Chase View, Maryland|Rockville, Maryland|Chevy Chase Town, Maryland|Washington Grove, Maryland|Berwyn Heights, Maryland|Martins Additions, Maryland|Chevy Chase Village, Maryland|Cottage City, Maryland|Mount Rainier, Maryland|Brentwood, Maryland|Somerset, Maryland|Maryland","-77.5364,38.9325,-76.8817,39.3620",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/48ba752c37a540388cced5d4ca9a5d87,,,,https://lidar.geodata.md.gov/imap/rest/services/Montgomery/MD_montgomery_2013_hillshade_m/ImageServer,48ba752c37a540388cced5d4ca9a5d87,https://hub.arcgis.com/datasets/48ba752c37a540388cced5d4ca9a5d87,University of Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,False,False,0.0024 MB
,Maryland LiDAR Montgomery County 2013 - Slope,"This metadata record describes the classified bare earth lidar digital elevation model (DEM) data products derived from the Montgomery County, MD LiDAR project covering the defined project area of Montgomery County and immediate surroundings.This is a MD iMAP hosted service. Find more information athttps://imap.maryland.gov.Image Service Link:https://lidar.geodata.md.gov/imap/rest/services/Montgomery/MD_montgomery_2013_slope_m/ImageServer",English,DoIT,State of Maryland,Aerial imagery,,MD|MDiMAP|Maryland|LiDAR|Montgomery|MarylandDepartmentofInformationTechnology|DoIT|Slope|Elevation,2018-01-24T18:29:06.000Z,,,,"Laytonsville, Maryland|Montgomery County, Maryland|Takoma Park, Maryland|Chevy Chase Section 3, Maryland|Landover Hills, Maryland|Gaithersburg, Maryland|Barnesville, Maryland|North Chevy Chase, Maryland|Glen Echo, Maryland|Edmonston, Maryland|College Park, Maryland|Riverdale Park, Maryland|Bladensburg, Maryland|North Brentwood, Maryland|Chevy Chase Section 5, Maryland|University Park, Maryland|Hyattsville, Maryland|Prince George's County, Maryland|Poolesville, Maryland|Brookeville, Maryland|Kensington, Maryland|Garrett Park, Maryland|Chevy Chase View, Maryland|Rockville, Maryland|Chevy Chase Town, Maryland|Washington Grove, Maryland|Berwyn Heights, Maryland|Martins Additions, Maryland|Chevy Chase Village, Maryland|Cottage City, Maryland|Mount Rainier, Maryland|Brentwood, Maryland|Somerset, Maryland|Maryland","-77.5364,38.9325,-76.8817,39.3620",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/c3daf9007c9746ba9dc878a9866ee811,,,,https://lidar.geodata.md.gov/imap/rest/services/Montgomery/MD_montgomery_2013_slope_m/ImageServer,c3daf9007c9746ba9dc878a9866ee811,https://hub.arcgis.com/datasets/c3daf9007c9746ba9dc878a9866ee811,University of Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,False,False,0.0024 MB
,Maryland LiDAR Montgomery County 2013 - DEM Meters,"This metadata record describes the classified bare earth lidar digital elevation model (DEM) data products derived from the Montgomery County, MD LiDAR project covering the defined project area of Montgomery County and immediate surroundings.This is a MD iMAP hosted service. Find more information athttps://imap.maryland.gov.Image Service Link:https://lidar.geodata.md.gov/imap/rest/services/Montgomery/MD_montgomery_2013_dem_m/ImageServer",English,DoIT,State of Maryland,Aerial imagery,,MD|MDiMAP|Maryland|LiDAR|Montgomery|MarylandDepartmentofInformationTechnology|DoIT|DEM|Elevation,2018-01-24T18:03:52.000Z,,,,"Laytonsville, Maryland|Montgomery County, Maryland|Takoma Park, Maryland|Chevy Chase Section 3, Maryland|Landover Hills, Maryland|Gaithersburg, Maryland|Barnesville, Maryland|North Chevy Chase, Maryland|Glen Echo, Maryland|Edmonston, Maryland|College Park, Maryland|Riverdale Park, Maryland|Bladensburg, Maryland|North Brentwood, Maryland|Chevy Chase Section 5, Maryland|University Park, Maryland|Hyattsville, Maryland|Prince George's County, Maryland|Poolesville, Maryland|Brookeville, Maryland|Kensington, Maryland|Garrett Park, Maryland|Chevy Chase View, Maryland|Rockville, Maryland|Chevy Chase Town, Maryland|Washington Grove, Maryland|Berwyn Heights, Maryland|Martins Additions, Maryland|Chevy Chase Village, Maryland|Cottage City, Maryland|Mount Rainier, Maryland|Brentwood, Maryland|Somerset, Maryland|Maryland","-77.5364,38.9325,-76.8817,39.3620",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/7db7323fa5874f64ae2e016d64586452,,,,https://lidar.geodata.md.gov/imap/rest/services/Montgomery/MD_montgomery_2013_dem_m/ImageServer,7db7323fa5874f64ae2e016d64586452,https://hub.arcgis.com/datasets/7db7323fa5874f64ae2e016d64586452,University of Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,False,False,0.0024 MB
,Maryland LiDAR Montgomery County 2013 - DEM Feet,"This metadata record describes the classified bare earth lidar digital elevation model (DEM) data products derived from the Montgomery County, MD LiDAR project covering the defined project area of Montgomery County and immediate surroundings.This is a MD iMAP hosted service. Find more information athttps://imap.maryland.gov.Image Service Link:https://lidar.geodata.md.gov/imap/rest/services/Montgomery/MD_montgomery_2013_dem_ft/ImageServer",English,DoIT,State of Maryland,Aerial imagery,,MD|MDiMAP|Maryland|LiDAR|Montgomery|MarylandDepartmentofInformationTechnology|DoIT|DEM|Elevation,2018-01-24T17:58:36.000Z,,,,"Laytonsville, Maryland|Montgomery County, Maryland|Takoma Park, Maryland|Chevy Chase Section 3, Maryland|Landover Hills, Maryland|Gaithersburg, Maryland|Barnesville, Maryland|North Chevy Chase, Maryland|Glen Echo, Maryland|Edmonston, Maryland|College Park, Maryland|Riverdale Park, Maryland|Bladensburg, Maryland|North Brentwood, Maryland|Chevy Chase Section 5, Maryland|University Park, Maryland|Hyattsville, Maryland|Prince George's County, Maryland|Poolesville, Maryland|Brookeville, Maryland|Kensington, Maryland|Garrett Park, Maryland|Chevy Chase View, Maryland|Rockville, Maryland|Chevy Chase Town, Maryland|Washington Grove, Maryland|Berwyn Heights, Maryland|Martins Additions, Maryland|Chevy Chase Village, Maryland|Cottage City, Maryland|Mount Rainier, Maryland|Brentwood, Maryland|Somerset, Maryland|Maryland","-77.5364,38.9325,-76.8817,39.3620",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/f8d992a1d24644f99ca82a9c83886d31,,,,https://lidar.geodata.md.gov/imap/rest/services/Montgomery/MD_montgomery_2013_dem_ft/ImageServer,f8d992a1d24644f99ca82a9c83886d31,https://hub.arcgis.com/datasets/f8d992a1d24644f99ca82a9c83886d31,University of Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,False,False,0.0024 MB
,Maryland LiDAR Anne Arundel County - Aspect,DEM raster for Anne Arundel County.This is a MD iMAP hosted service. Find more information athttps://imap.maryland.gov.Image Service Link:https://lidar.geodata.md.gov/imap/rest/services/AnneArundel/MD_annearundel_aspect_m/ImageServer,English,DoIT,State of Maryland,Aerial imagery,,MD|MDiMAP|Maryland|LiDAR|MarylandDepartmentofInformationTechnology|DoIT|Aspect|Elevation|AnneArundel,2018-01-11T20:57:47.000Z,,,,"Anne Arundel County, Maryland|Bowie, Maryland|Prince George's County, Maryland|Upper Marlboro, Maryland|Highland Beach, Maryland|Annapolis, Maryland|Maryland","-76.8430,38.7122,-76.3907,39.2377",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/0ece986a6b244c1ca60b750636605146,,,,https://lidar.geodata.md.gov/imap/rest/services/AnneArundel/MD_annearundel_aspect_m/ImageServer,0ece986a6b244c1ca60b750636605146,https://hub.arcgis.com/datasets/0ece986a6b244c1ca60b750636605146,University of Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,False,False,0.0025 MB
,Maryland LiDAR Kent County - Aspect,"MD/PA Sandy Supplemental Lidar Data Acquisition and Processing Production Task USGS Contract No. G10PC00057 Task Order No. G14PD00397 Woolpert Order No. 74333 CONTRACTOR: Woolpert, Inc. This task is for a high resolution data set of lidar covering approximately 1,845 square miles. The lidar data was acquired and processed under the requirements identified in this task order. Lidar data is a remotely sensed high resolution elevation data collected by an airborne platform. The lidar sensor uses a combination of laser range finding, GPS positioning, and inertial measurement technologies. The lidar systems collect data point clouds that are used to produce highly detailed Digital Elevation Models (DEMs) of the earth's terrain, man-made structures, and vegetation. The task required the LiDAR data to be collected at a nominal pulse spacing (NPS) of 0.7 meters. The final products include classified LAS, one (1) meter pixel raster DEMs of the bare-earth surface in ERDAS IMG Format, and 8-bit intensity images. Each LAS file contains lidar point information, which has been calibrated, controlled, and classified. Additional deliverables include hydrologic breakline data, control data, tile index, lidar processing and survey reports in PDF format, FGDC metadata files for each data deliverable in .xml format, and LAS swath data. Ground conditions: Water at normal levels; no unusual inundation; no snow; leaf off. Coastal tiles 18SVH065720 and 8SVH095690 contain no lidar points as they exist completely in water. A DEM IMG was generated for these two tiles as the digitized hydro breakline assumed the data extent in the area. As such only 2568 LAS and Intensity files will be delivered along with 2570 DEM IMG's.This is a MD iMAP hosted service. Find more information athttps://imap.maryland.gov.Image Service Link:https://lidar.geodata.md.gov/imap/rest/services/Kent/MD_kent_aspect_m/ImageServer",English,DoIT,State of Maryland,Aerial imagery,,MD|MDiMAP|Maryland|LiDAR|Kent|MarylandDepartmentofInformationTechnology|DoIT|Aspect|Elevation,2018-01-24T16:24:36.000Z,,,,"Henderson, Maryland|Rock Hall, Maryland|Queen Anne's County, Maryland|Centreville, Maryland|Kent County, Maryland|Barclay, Maryland|Betterton, Maryland|Church Hill, Maryland|Millington, Maryland|Caroline County, Maryland|Goldsboro, Maryland|Chestertown, Maryland|Sudlersville, Maryland|Templeville, Maryland|Galena, Maryland|Maryland","-76.2759,39.0074,-75.7566,39.3837",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/8862c46e82784275b07be0c20b1304aa,,,,https://lidar.geodata.md.gov/imap/rest/services/Kent/MD_kent_aspect_m/ImageServer,8862c46e82784275b07be0c20b1304aa,https://hub.arcgis.com/datasets/8862c46e82784275b07be0c20b1304aa,University of Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,False,False,0.0031 MB
,Maryland LiDAR Kent County - Slope,"MD/PA Sandy Supplemental Lidar Data Acquisition and Processing Production Task USGS Contract No. G10PC00057 Task Order No. G14PD00397 Woolpert Order No. 74333 CONTRACTOR: Woolpert, Inc. This task is for a high resolution data set of lidar covering approximately 1,845 square miles. The lidar data was acquired and processed under the requirements identified in this task order. Lidar data is a remotely sensed high resolution elevation data collected by an airborne platform. The lidar sensor uses a combination of laser range finding, GPS positioning, and inertial measurement technologies. The lidar systems collect data point clouds that are used to produce highly detailed Digital Elevation Models (DEMs) of the earth's terrain, man-made structures, and vegetation. The task required the LiDAR data to be collected at a nominal pulse spacing (NPS) of 0.7 meters. The final products include classified LAS, one (1) meter pixel raster DEMs of the bare-earth surface in ERDAS IMG Format, and 8-bit intensity images. Each LAS file contains lidar point information, which has been calibrated, controlled, and classified. Additional deliverables include hydrologic breakline data, control data, tile index, lidar processing and survey reports in PDF format, FGDC metadata files for each data deliverable in .xml format, and LAS swath data. Ground conditions: Water at normal levels; no unusual inundation; no snow; leaf off. Coastal tiles 18SVH065720 and 8SVH095690 contain no lidar points as they exist completely in water. A DEM IMG was generated for these two tiles as the digitized hydro breakline assumed the data extent in the area. As such only 2568 LAS and Intensity files will be delivered along with 2570 DEM IMG's.This is a MD iMAP hosted service. Find more information athttps://imap.maryland.gov.Image Service Link:https://lidar.geodata.md.gov/imap/rest/services/Kent/MD_kent_slope_m/ImageServer",English,DoIT,State of Maryland,Aerial imagery,,MD|MDiMAP|Maryland|LiDAR|Kent|MarylandDepartmentofInformationTechnology|DoIT|Slope|Elevation,2018-01-24T17:38:23.000Z,,,,"Henderson, Maryland|Rock Hall, Maryland|Queen Anne's County, Maryland|Centreville, Maryland|Kent County, Maryland|Barclay, Maryland|Betterton, Maryland|Church Hill, Maryland|Millington, Maryland|Caroline County, Maryland|Goldsboro, Maryland|Chestertown, Maryland|Sudlersville, Maryland|Templeville, Maryland|Galena, Maryland|Maryland","-76.2759,39.0074,-75.7566,39.3837",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/112ff19150fc4d1f98259be166f86744,,,,https://lidar.geodata.md.gov/imap/rest/services/Kent/MD_kent_slope_m/ImageServer,112ff19150fc4d1f98259be166f86744,https://hub.arcgis.com/datasets/112ff19150fc4d1f98259be166f86744,University of Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,False,False,0.0031 MB
,Maryland LiDAR Kent County - DEM Meters,"MD/PA Sandy Supplemental Lidar Data Acquisition and Processing Production Task USGS Contract No. G10PC00057 Task Order No. G14PD00397 Woolpert Order No. 74333 CONTRACTOR: Woolpert, Inc. This task is for a high resolution data set of lidar covering approximately 1,845 square miles. The lidar data was acquired and processed under the requirements identified in this task order. Lidar data is a remotely sensed high resolution elevation data collected by an airborne platform. The lidar sensor uses a combination of laser range finding, GPS positioning, and inertial measurement technologies. The lidar systems collect data point clouds that are used to produce highly detailed Digital Elevation Models (DEMs) of the earth's terrain, man-made structures, and vegetation. The task required the LiDAR data to be collected at a nominal pulse spacing (NPS) of 0.7 meters. The final products include classified LAS, one (1) meter pixel raster DEMs of the bare-earth surface in ERDAS IMG Format, and 8-bit intensity images. Each LAS file contains lidar point information, which has been calibrated, controlled, and classified. Additional deliverables include hydrologic breakline data, control data, tile index, lidar processing and survey reports in PDF format, FGDC metadata files for each data deliverable in .xml format, and LAS swath data. Ground conditions: Water at normal levels; no unusual inundation; no snow; leaf off. Coastal tiles 18SVH065720 and 8SVH095690 contain no lidar points as they exist completely in water. A DEM IMG was generated for these two tiles as the digitized hydro breakline assumed the data extent in the area. As such only 2568 LAS and Intensity files will be delivered along with 2570 DEM IMG's.This is a MD iMAP hosted service. Find more information athttps://imap.maryland.gov.Image Service Link:https://lidar.geodata.md.gov/imap/rest/services/Kent/MD_kent_dem_m/ImageServer",English,DoIT,State of Maryland,Aerial imagery,,MD|MDiMAP|Maryland|LiDAR|Kent|MarylandDepartmentofInformationTechnology|DoIT|DEM|Elevation,2018-01-24T16:46:34.000Z,,,,"Henderson, Maryland|Rock Hall, Maryland|Queen Anne's County, Maryland|Centreville, Maryland|Kent County, Maryland|Barclay, Maryland|Betterton, Maryland|Church Hill, Maryland|Millington, Maryland|Caroline County, Maryland|Goldsboro, Maryland|Chestertown, Maryland|Sudlersville, Maryland|Templeville, Maryland|Galena, Maryland|Maryland","-76.2759,39.0074,-75.7566,39.3837",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/34ec1c14bdf94150bff2786331a9b6ff,,,,https://lidar.geodata.md.gov/imap/rest/services/Kent/MD_kent_dem_m/ImageServer,34ec1c14bdf94150bff2786331a9b6ff,https://hub.arcgis.com/datasets/34ec1c14bdf94150bff2786331a9b6ff,University of Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,False,False,0.0032 MB
,Maryland LiDAR Kent County - DEM Feet,"MD/PA Sandy Supplemental Lidar Data Acquisition and Processing Production Task USGS Contract No. G10PC00057 Task Order No. G14PD00397 Woolpert Order No. 74333 CONTRACTOR: Woolpert, Inc. This task is for a high resolution data set of lidar covering approximately 1,845 square miles. The lidar data was acquired and processed under the requirements identified in this task order. Lidar data is a remotely sensed high resolution elevation data collected by an airborne platform. The lidar sensor uses a combination of laser range finding, GPS positioning, and inertial measurement technologies. The lidar systems collect data point clouds that are used to produce highly detailed Digital Elevation Models (DEMs) of the earth's terrain, man-made structures, and vegetation. The task required the LiDAR data to be collected at a nominal pulse spacing (NPS) of 0.7 meters. The final products include classified LAS, one (1) meter pixel raster DEMs of the bare-earth surface in ERDAS IMG Format, and 8-bit intensity images. Each LAS file contains lidar point information, which has been calibrated, controlled, and classified. Additional deliverables include hydrologic breakline data, control data, tile index, lidar processing and survey reports in PDF format, FGDC metadata files for each data deliverable in .xml format, and LAS swath data. Ground conditions: Water at normal levels; no unusual inundation; no snow; leaf off. Coastal tiles 18SVH065720 and 8SVH095690 contain no lidar points as they exist completely in water. A DEM IMG was generated for these two tiles as the digitized hydro breakline assumed the data extent in the area. As such only 2568 LAS and Intensity files will be delivered along with 2570 DEM IMG's.This is a MD iMAP hosted service. Find more information athttps://imap.maryland.gov.Image Service Link: https://lidar.geodata.md.gov/imap/rest/services/Kent/MD_kent_dem_ft/ImageServer",English,DoIT,State of Maryland,Aerial imagery,,MD|MDiMAP|Maryland|LiDAR|Kent|MarylandDepartmentofInformationTechnology|DoIT|DEM|Elevation,2018-01-24T16:30:38.000Z,,,,"Henderson, Maryland|Rock Hall, Maryland|Queen Anne's County, Maryland|Centreville, Maryland|Kent County, Maryland|Barclay, Maryland|Betterton, Maryland|Church Hill, Maryland|Millington, Maryland|Caroline County, Maryland|Goldsboro, Maryland|Chestertown, Maryland|Sudlersville, Maryland|Templeville, Maryland|Galena, Maryland|Maryland","-76.2759,39.0074,-75.7566,39.3837",Image|Service,Image,Imagery,https://data.imap.maryland.gov/datasets/7da2f54e3b494f119d67d24ac0670f6b,,,,https://lidar.geodata.md.gov/imap/rest/services/Kent/MD_kent_dem_ft/ImageServer,7da2f54e3b494f119d67d24ac0670f6b,https://hub.arcgis.com/datasets/7da2f54e3b494f119d67d24ac0670f6b,University of Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,False,False,0.0032 MB
